Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,
Pro Wrestling,NES,1987,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4,,,,,,,
Hot Wheels: Stunt Track Challenge / World Race,GBA,2006,Racing,"Destination Software, Inc",0.01,0,0,0,0.01,,,,,,,
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.34,84,21,8.4,189,Capcom,M,
Band Hero,DS,2009,Misc,Activision,0.2,0.19,0,0.04,0.43,65,18,7,4,Vicarious Visions,E10+,
FIFA Soccer 11,DS,2010,Sports,Electronic Arts,0.13,0.49,0,0.08,0.7,63,5,,,EA Sports,E,
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0,0.01,0.08,46,6,7.3,6,AWE Games,T,
Diner Dash: Sizzle & Serve,DS,2007,Puzzle,Eidos Interactive,0.33,0.02,0,0.03,0.38,,,,,,,
Hamster Club 4: Shigessa Daidassou,GBA,2003,Simulation,Jorudan,0,0,0.28,0.01,0.29,,,,,,,
Super R.C. Pro-Am,GB,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14,,,,,,,
Minna no Chizu,PSP,2006,Misc,Zenrin,0,0,0.04,0,0.04,,,,,,,
NARC,PS2,2005,Shooter,Midway Games,0.18,0.14,0,0.05,0.36,50,24,7,21,Point of View,M,
Bikkuriman Daijiten,DS,N/A,Misc,N/A,0,0,0.03,0,0.03,,,,,,,
Jurassic Park,NES,1993,Action,Ocean,0.25,0.1,0,0.01,0.36,,,,,,,
Doukoku Shoshite...,SAT,1998,Adventure,Data East,0,0,0.11,0,0.11,,,,,,,
Ribbit King,GC,2003,Sports,Atari,0.04,0.01,0,0,0.05,60,11,,,Bandai,E,
Frogger: Ancient Shadow,GC,2005,Platform,Konami Digital Entertainment,0.04,0.01,0,0,0.05,54,9,,,Hudson Soft,E,
Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0,0,0.04,67,10,,,Microids,E,
Dance Dance Revolution Extra Mix,PS,2001,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0,0,0,0.07,64,24,6,9,Ubisoft,E,
Pet Shop Monogatari DS 2,DS,2010,Simulation,Taito,0,0,0.01,0,0.01,,,,,,,
Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,0.1,0.03,0,0,0.14,88,18,,,EA Sports,E,
Charlie and the Chocolate Factory,GBA,2005,Adventure,Global Star,0.22,0.08,0,0.01,0.3,36,5,3.8,6,"High Voltage Software, Backbone Entertainment",E,
Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,76,25,7.9,41,Treyarch,E,
My Ballet Studio,Wii,2009,Simulation,505 Games,0.02,0,0,0,0.03,,,,,505 Games,E,
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0,0.03,0,0,0.03,64,6,4.8,5,Cyanide,,
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,0.26,0.2,0,0.07,0.53,66,21,8,23,Raster,M,
Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0,0.32,1.72,78,26,2.5,5664,"Infinity Ward, Sledgehammer Games",M,
Otomedius Gorgeous,X360,2008,Shooter,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,,
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,"Red Storm Entertainment, Ubisoft Paris",T,
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,
Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15,0.93,73,43,7.1,75,TT Games,E10+,
Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0,0,0.01,0.19,74,19,5.3,4,Visual Concepts,E,
Rhythm Tengoku,GBA,2006,Misc,Nintendo,0,0,0.3,0.01,0.3,,,,,,,
Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,71,60,7.5,169,Zipper Interactive,T,
Barnyard,PS2,2006,Action,THQ,0.05,0.04,0,0.01,0.09,62,13,8.7,10,Blue Tongue Entertainment,E10+,
Puyo Puyo 7,DS,2009,Puzzle,Sega,0,0,0.3,0,0.3,,,,,,,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,,,,
Dream Trigger 3D,3DS,N/A,Shooter,D3Publisher,0.04,0.02,0,0.01,0.07,54,24,6.3,29,"Art Co., Ltd.",E,
Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.82,4.82,81,40,7.3,769,Ubisoft Montreal,M,
Choro Q,PS2,2003,Racing,Zoo Digital Publishing,0.01,0.01,0,0,0.02,,,,,,,
The Sims 2,DS,2005,Simulation,Electronic Arts,0.81,0.05,0,0.07,0.93,70,13,6.1,24,Griptonite Games,E10+,
Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,0.11,0,0,0.01,0.12,,,3.4,8,Data Design Interactive,E,
Armored Core 3,PS2,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,74,23,9,33,From Software,T,
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,,,,,,,
Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0,0.01,0,0,0.01,61,6,5,42,Juice Games,T,
The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,Kadokawa Shoten,0,0,0.07,0,0.07,,,,,,,
Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0,0,1.69,0.01,1.7,,,,,,,
Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.57,0.06,0,0.14,0.78,,,3.1,18,EA Sports,E,
Dragon Quest X,Wii,2012,Role-Playing,Square Enix,0,0,0.96,0,0.96,,,,,Square Enix,,
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0,0,0.03,74,9,7.3,24,Maxis,T,
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014,Action,Nippon Columbia,0,0,0.07,0,0.07,,,,,,,
Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0,0.01,0.08,74,25,7.5,362,Ubisoft,M,
Daisy Fuentes Pilates,Wii,2009,Sports,505 Games,0.17,0.06,0,0.02,0.25,,,,,Collision Studios,E,
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,65,20,7.3,23,Nippon Ichi Software,T,
Worms: WMD,XOne,2016,Action,Sold Out,0.01,0,0,0,0.01,75,24,8.1,7,Team 17,E10+,
Tak and the Power of Juju,PS2,2003,Platform,THQ,0.56,0.44,0,0.15,1.15,68,28,9,28,Avalanche Software,E,
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0,0.02,0.2,65,7,6.7,9,n-Space,E10+,
Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,,,,,,,
My Horse & Me,Wii,2007,Sports,Atari,0.27,0.02,0,0.02,0.31,,,,,,,
Sengoku Basara: Battle Heroes,PSP,2009,Action,Capcom,0,0,0.26,0,0.26,,,,,,,
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88,66,7.5,155,EA Sports,E,
Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0,0.02,0.23,,,,,,,
The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,0.05,0.08,0,0.02,0.15,,,,,,,
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,,
Discovery Kids: Puppy Playtime,DS,2009,Simulation,505 Games,0.3,0,0,0.02,0.33,,,,,505 Games,E,
Sphinx and the Cursed Mummy,PS2,2003,Action,THQ,0.22,0.17,0,0.06,0.45,,,,,,,
Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0,0.03,1.05,82,14,8.4,5,"Z-Axis, Ltd.",E,
Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0,0.01,0.1,55,10,4.2,5,Red Fly Studio,T,
Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0.01,0.04,62,19,4.9,22,"Atari, Slightly Mad Studios, Atari SA",E,
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,64,11,7.5,41,Argonaut Games,E,
Joint Operations: Combined Arms,PC,2009,Shooter,NovaLogic,0.01,0,0,0,0.02,,,,,,,
Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.42,65,14,6.8,44,Capcom,E,
Jeopardy! 2nd Edition,PS,2000,Misc,Hasbro Interactive,0.16,0.11,0,0.02,0.29,,,,,,,
Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,0.57,0.45,0,0.15,1.17,57,4,8.4,37,Sand Grain Studios,T,
Resident Evil 4,PC,2007,Action,Ubisoft,0,0.02,0,0,0.03,76,15,7.4,242,Capcom,M,
NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0,0.01,0.16,77,27,6.2,11,EA Sports,E,
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,,,,,,,
Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,,,8.1,17,Kadokawa,M,
Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0,0,0.14,0,0.14,63,20,8,22,Omega Force,T,
Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0,0,0.04,,,,,,,
Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0,0.01,0.02,0.12,,,,,,,
Shrek: Reekin' Havoc,GBA,2003,Platform,TDK Mediactive,0.15,0.06,0,0,0.21,57,11,,,TOSE,E,
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0,0,0.16,0,0.16,,,,,,,
Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,,,,,,,
Jewel Match,DS,2010,Puzzle,PlayV,0.05,0.11,0,0.02,0.17,,,,,Joindots,E,
Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.45,0.3,0,0.08,0.83,69,41,7.4,38,EA Montreal,E10+,
Prison Architect,XOne,2016,Action,Introversion Software,0.01,0,0,0,0.01,74,13,6.7,7,"Introversion, Double Eleven",,
Trauma Team,Wii,N/A,Simulation,Unknown,0.14,0,0.02,0.01,0.17,82,29,8.8,25,Atlus,T,
Densetsu no Stafi 3,GBA,2004,Platform,Nintendo,0,0,0.23,0.01,0.24,,,,,,,
Saints Row,X360,2006,Action,THQ,1.17,0.77,0.02,0.22,2.18,81,74,7.5,211,Volition Inc.,M,
G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,,,,
Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,,
Grease,DS,2010,Misc,505 Games,0.1,0,0,0.01,0.11,,,,,Big Head Games Ltd.,E10+,
NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79,83,6,8.3,23,EA Tiburon,E,
X-Men: The Official Game,PS2,2006,Action,Activision,0.2,0.16,0,0.05,0.41,52,44,7.5,20,"Z-Axis, Ltd.",T,
King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0,0,0.04,0,0.04,,,,,,,
World Cup 98,N64,1998,Sports,Electronic Arts,0.14,0.4,0,0.04,0.58,,,,,,,
Battleborn,PC,2016,Shooter,Take-Two Interactive,0.04,0.04,0,0.01,0.08,69,34,6.9,400,Gearbox Software,T,
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.11,0,0.02,0.21,40,37,4.7,19,ZootFly,T,
Catan,DS,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.02,,,,,,,
Magical Starsign (JP sales),DS,2006,Role-Playing,Nintendo,0,0,0.04,0,0.04,,,,,,,
Onigokko! Portable,PSP,2013,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,,
NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0,0.01,0.27,79,25,5.9,7,EA Sports,E,
Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,0.13,0.27,0,0.05,0.45,70,12,7.2,20,Crystal Dynamics,T,
DmC: Devil May Cry,PS4,2015,Action,Capcom,0.12,0.13,0,0.05,0.31,,,,,,,
Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,0.12,0.01,0,0.01,0.14,71,23,8.4,29,Radical Entertainment,M,
Blade II,PS2,2002,Action,Activision,0.15,0.12,0,0.04,0.31,49,21,6.1,14,Mucky Foot Productions,M,
TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,0.02,0.02,0,0,0.05,,,,,,,
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,0.01,0.01,0,0,0.03,,,,,Sandlot Games,E,
Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.22,0.01,0,0.02,0.24,56,6,6.9,12,Griptonite Games,E10+,
Super Football,2600,1987,Sports,Atari,0.07,0,0,0,0.08,,,,,,,
Mamoru-kun wa Norowarete Shimatta!,X360,2009,Shooter,G.Rev,0,0,0.01,0,0.01,,,,,,,
Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,0,0.14,0,0.03,0.17,,,,,,,
Zumba Fitness,Wii,2010,Sports,505 Games,3.45,2.59,0,0.66,6.71,,,,,"Pipeworks Software, Inc.",E,
Chaos;Child,PS4,2015,Adventure,5pb,0,0,0.01,0,0.01,,,,,,,
Robotics;Notes,PSV,2014,Adventure,5pb,0,0,0.02,0,0.02,,,,,,,
Again,DS,2009,Adventure,Ackkstudios,0.07,0,0,0,0.07,,,,,,,
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0,0.02,0.16,81,40,9.2,100,Tecmo,M,
NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02,0.23,78,11,,,SolWorks,E,
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,Sony Computer Entertainment,1.03,0.14,0,0.04,1.21,86,41,8.6,184,Sucker Punch,E,
Ready 2 Rumble Revolution,Wii,2009,Sports,Atari,0.15,0,0,0.01,0.16,37,31,,,10tacle Studios,T,
Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.07,0.01,0,0.01,0.09,73,26,8.6,22,Other Ocean Interactive,M,
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0,0.02,0,0,0.02,75,25,8.6,79,Petroglyph,T,
The Saboteur,PS3,2009,Action,Electronic Arts,0.2,0.21,0,0.07,0.48,72,54,8.1,118,Pandemic Studios,M,
Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.52,3.59,0.08,1.28,13.47,94,100,6.3,2698,Infinity Ward,M,
Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0,0.03,0,0,0.03,,,,,,,
Azure Striker Gunvolt,3DS,2016,Action,Yacht Club Games,0.01,0,0,0,0.01,77,20,8.4,62,Inti Creates,E10+,
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,Codemasters,M,
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.97,0,0.58,2.42,73,14,7.9,39,EA Canada,E10+,
Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86,43,6.4,557,Blizzard Entertainment,M,
Hot Potato!,GBA,2001,Action,BAM! Entertainment,0.03,0.01,0,0,0.04,,,,,,,
Zoids Assault,X360,2007,Strategy,Takara Tomy,0.08,0,0,0.01,0.09,46,17,7.3,7,Takara Tomy,T,
An American Tail: Fievel's Gold Rush,GBA,2002,Platform,Conspiracy Entertainment,0.02,0.01,0,0,0.03,,,,,,,
Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0,0,0.17,0,0.17,,,,,,,
Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.16,0,0,0.01,0.17,42,4,,,Black Lantern Studios,E10+,
Final Fantasy Legend III,GB,1991,Role-Playing,SquareSoft,0,0,0.76,0,0.76,,,,,,,
NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11,68,26,8.9,16,EA Tiburon,E,
Monster Jam: Urban Assault,Wii,2008,Racing,Activision,0.38,0,0,0.03,0.41,,,7.8,6,Torus Games,E,
Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0,0.03,0.44,,,,,,,
Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,64,38,7.2,144,Grasshopper Manufacture,M,
New Super Luigi U,WiiU,2013,Platform,Nintendo,1.25,0.62,0.18,0.18,2.24,77,59,7.9,288,Nintendo,E,
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.12,53,53,7,27,Vicious Cycle,T,
Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,,,,,,,
Streets of Rage,GEN,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6,,,,,,,
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0,0,0.06,0,0.06,,,,,,,
RIFT,PC,2011,Role-Playing,Unknown,0.44,0.16,0,0.07,0.67,84,59,7.3,561,Trion Worlds,T,
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04,,,,,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.22,0.06,0,0.01,0.28,65,8,,,THQ,E,
The King of Fighters '96,SAT,1996,Fighting,SNK,0,0,0.21,0,0.21,,,,,,,
Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,0,0,0.05,0,0.05,,,,,,,
Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.3,0,0,0.02,0.32,,,,,Destination Software,E,
DemiKids: Dark Version,GBA,2002,Role-Playing,Atlus,0.02,0.01,0,0,0.02,,,,,,,
Dr. Muto,GC,2002,Platform,Midway Games,0.02,0.01,0,0,0.03,63,6,,,Midway,T,
G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,0,0,0,0,0.01,,,,,,,
Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,0,0.02,0,0,0.02,,,,,Easy Interactive,E10+,
Dreamworks Madagascar Kartz,PS3,2009,Racing,Activision,0.19,0.07,0,0.04,0.29,,,,,Sidhe Interactive,E,
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,,
Bridge,2600,1980,Misc,Activision,0.25,0.02,0,0,0.27,,,,,,,
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93,33,8.5,1647,Irrational Games,M,
Ochaken no Heya DS,DS,2006,Simulation,MTO,0,0,0.12,0,0.12,,,,,,,
Accel World: Ginyoku no Kakusei,PSP,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,,
Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0,0.13,0.94,,,,,,,
Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,0.21,0.06,0,0.01,0.28,58,34,7.5,20,"EA Canada, Nihilistic",T,
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.12,0,0.04,0.44,79,52,8.3,160,High Moon Studios,T,
Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,0.27,0,0,0.02,0.3,72,37,7,5,Digital Eclipse,T,
Wario World,GC,2003,Platform,Nintendo,0.34,0.09,0,0.01,0.44,71,30,7.2,44,Treasure,E,
Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,,
SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0,0.01,0.14,81,35,8.1,10,EA Canada,E,
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,68,37,8.9,46,Capcom,T,
Hyrule Warriors,WiiU,2014,Action,Nintendo,0.58,0.42,0.13,0.1,1.23,76,81,8.3,662,Omega Force,T,
Ford Racing 3,DS,2005,Racing,Zoo Digital Publishing,0.09,0,0,0.01,0.1,49,5,,,Visual Impact,E,
Invizimals: The Lost Tribes,PSP,2011,Action,Sony Computer Entertainment,0,0.08,0,0.03,0.11,,,,,Novarama,,
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0,0,0.06,36,7,4.7,6,KCEO,E,
F1 2012,PC,2012,Racing,Codemasters,0.01,0.11,0,0.02,0.15,80,15,6.9,115,Codemasters,E,
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,Creative Core,0,0,0.06,0,0.06,,,,,,,
The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0,0,0.18,,,,,,,
Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0,0,0.16,0.01,0.17,,,,,,,
Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0,0.28,2.23,,,,,Konami,E10+,
Chessmaster,PS2,2003,Misc,Ubisoft,0.19,0.15,0,0.05,0.39,79,9,7.3,13,Ubisoft Romania,E,
Winning Post 7 Maximum 2008,PS2,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01,,,,,,,
Pro Angler Moves,PS3,2012,Sports,"Interworks Unlimited, Inc.",0.01,0,0,0,0.01,,,,,"Interworks Unlimited, Inc.",E,
LEGO Harry Potter: Years 5-7,X360,N/A,Action,Warner Bros. Interactive Entertainment,0.51,0.37,0,0.09,0.97,77,35,7.9,39,Traveller's Tales,E10+,
James Bond 007: Nightfire,XB,2002,Shooter,Electronic Arts,0.58,0.22,0,0.03,0.82,78,30,7.8,25,Eurocom Entertainment Software,T,
Hydro Thunder,N64,2000,Racing,Midway Games,0.13,0.03,0,0,0.16,,,,,,,
Wedding Dash,DS,2009,Action,Zoo Games,0.19,0,0,0.01,0.2,,,,,Zoo Games,E,
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.1,0.25,0.02,0.06,0.43,76,54,8,267,MachineGames,,
SD Gundam GNext,SNES,1995,Strategy,Namco Bandai Games,0,0,0.2,0,0.2,,,,,,,
Fox Sports Golf '99,PS,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,0.14,,,,,,,
LEGO Star Wars: The Video Game,GC,2005,Action,Eidos Interactive,1.09,0.28,0,0.04,1.41,,,,,,,
Wipeout: The Game,Wii,2009,Misc,Mindscape,1.94,0,0,0.12,2.06,,,,,,,
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82,14,7.8,18,Arc System Works,T,
Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0,0,0.04,80,34,6.8,26,Sumo Digital,E,
Capcom Fighting Evolution,XB,2005,Fighting,Capcom,0.03,0.01,0,0,0.04,61,20,,,Capcom,T,
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02,0.22,71,13,6.7,166,"City Interactive, Deck 13",M,
Tetris,NES,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,,,,,,,
The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0,0,0.01,0.09,45,12,1.4,5,Artificial Mind and Movement,E10+,
NCAA Basketball 10,X360,2009,Sports,Electronic Arts,0.3,0,0,0.02,0.32,75,22,,,EA Canada,E,
Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.05,0,0.03,0.18,,,7.1,18,Telltale Games,T,
Winter Sports 2: The Next Challenge,X360,2008,Sports,RTL,0.06,0.01,0,0.01,0.07,41,8,,,49Games,E,
Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17,,,,,,,
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000,Role-Playing,ChunSoft,0,0,0.32,0.05,0.37,,,,,,,
Farming Simulator 2011,PC,2010,Simulation,N/A,0,0.13,0,0,0.13,,,7,23,Giants Software,E,
Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0,0.01,62,24,7.7,169,Compulsion Games,T,
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0,0,2.43,0.02,2.45,,,,,,,
SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,0.78,0.18,0.03,0,1,92,39,8.9,54,Namco,T,
Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,0.02,0.01,0,0,0.03,,,,,EC Interactive Games,E,
Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,0.1,0,0,0.01,0.11,,,,,Virtuos,E,
Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,0.06,0.02,0,0,0.08,62,11,8.3,6,Warthog,E,
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0,0,0.42,0,0.42,,,,,,,
Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,0.07,0.06,0,0.02,0.15,52,12,6.4,5,Pipe Dream Interactive,T,
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11,70,7,7,6,Blitz Games,E,
Armored Core,PS,1997,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41,,,,,,,
Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0,0,0.01,0.14,,,5.3,9,Eutechnyx,E,
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0,0,0.17,0,0.17,57,25,7.3,15,Bandai Namco Games,E10+,
Atari Classics Evolved,PSP,2007,Misc,Atari,0.08,0,0,0.01,0.09,64,17,6,4,Stainless Games,E,
Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,0.23,0.06,0,0,0.29,,,,,,,
Shin Megami Tensei,PS,2001,Role-Playing,Atlus,0,0,0.09,0.01,0.09,,,,,,,
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0,0.12,0.97,89,23,5.5,5926,BioWare,M,
Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1,,,,,Knowledge Adventure Inc.,E,
